Ireland,Murphy,O'Kelly,O'Sullivan,Walsh,Smith,O'Brien,O'Byrne,O'Ryan,O'Connor,O'Neill,O'Reilly,Doyle,McCarthy,O'Gallagher,O'Doherty,Kennedy,Lynch,Murray,O'Quinn,O'Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,Peeters,Janssens,Maes,Jacobs,Mertens,Willems,Claes,Goossens,Wouters,De Smet,Dubois,Lambert,Dupont,Martin,Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Schmit,Muller,Weber,Hoffmann,Wagner,Thill,Schmitz,Schroeder,Reuter,Klein,Becker,Kieffer,Kremer,Faber,Meyer,Schneider,Weiss,Schiltz,Simon,Welter,Hansen,Majerus,Ries,Meyers,Kayser,Steffen,Krier,Braun,Wagener,Diederich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korea,Kim,I,Pak,Chong,Choe,Cho,Kang,Yu,Yun,Chang,Im,Sin,Song,Chon,So,Han,O,Hwang,Kwon,An,Hong,Yang,Son,Ko,Mun,Pae,Paek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armenia,Hovhannisyan,Harutyunyan,Sargsyan,Khachatryan,Grigoryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,Bērziņš,Kalniņš,Ozoliņš,Jansons,Ozols,Liepiņš,Krūmiņš,Balodis,Eglītis,Zariņš,Pētersons,Vītols,Kļaviņš,Kārkliņš,Vanags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,Andersson,Johansson,Karlsson,Nilsson,Eriksson,Larsson,Olsson,Persson,Svensson,Gustafsson,Pettersson,Jonsson,Jansson,Hansson,Bengtsson,Jönsson,Lindberg,Jakobsson,Magnusson,Olofsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,Sato,Suzuki,Tanaka,Watanabe,Takahashi,Ito,Yamamoto,Nakamura,Kobayashi,Saito,Kato,Yoshida,Yamada,Sasaki,Matsumoto,Yamaguchi,Inoue,Kimura,Shimizu,Hayashi,Abe,Ono,Mori,Nakajima,Hashimoto,Ikeda,Yamazaki,Ishikawa,Yamashita,Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
China,Wang,Li,Zhang,Liu,Chen,Yang,Huang,Wu,Xu,Zhao,Zhou,Lu,Zhu,Sun,He,Ma,Yu,Hu,Lin,Jiang,Guo,Luo,Gao,Zheng,Liang,Tang,Wei,Shi,Xie,Song,Feng,Yan,Deng,Han,Cao,Tan,Ceng,Peng,Xiao,Yuan,Pan,Cai,Cheng,Fan,Tian,Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Beridze,Mamedovi,Alievi,Kapanadze,Gelashvili,Maisuradze,Giorgadze,Lomidze,Tsiklauri,Bolkvadze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,Ivanoŭ,Kazloŭ,Kavalioŭ,Kazloŭski,Novik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russia,Abramov,Adaksin,Alenin,Alexeyev,Aleyev,Aminev,Anisimov,Antonovich,Artamonov,Avdeyev,Balakhnov,Baranovsky,Belov,Blazhenov,Bogdanov,Bogolyubov,Bolshakov,Boyarov,Bukhalo,Bukin,Buzinsky,Datsishin,Dementyev,Desyatkov,Dezhnyov,Dezhnyov,Dorokhin,Drotenkov,Dubrovsky,Dunayevsky,Duranichev,Elkin,Engelgardt,Epinger,Essen,Eybozhenko,Fanin,Fedoseyev,Fekhlachev,Fukin,Furmanov,Gagarin,Galygin,Genkin,Golovakha,Golubev,Golumbovsky,Gorbachyov,Gorelov,Grekov,Gruzinsky,Guslyakov,Ignatkovich,Ilyushin,Ishutin,Istomin,Ivanov,Ivanov,Ivchenko,Kadnikov,Kalagin,Kamenskikh,Khabensky,Khantsev,Khigir,Khomkolov,Khvostovsky,Kilesso,Klimushin,Kolosov,Korablyov,Korovin,Koshechkin,Kozlov,Krasnov,Kruchinkin,Kudryavtsev,Kulik,Kurchin,Kuznetsov,Lavrov,Lazarev,Lebedev,Lebedev,Leshev,Limonov,Lopatin,Lovzansky,Lukashenko,Lyadov,Lyasin,Mager,Makarov,Mantorov,Markin,Matveyev,Mekhantyev,Melekhov,Mikhalitsin,Morozov,Murogov,Myshkin,Nazarov,Nesterov,Nikishin,Norin,Novikov,Novokshonov,Obolensky,Ogorodnikov,Oprinchuk,Orlov,Ostrovsky,Papanov,Pavlov,Pechkin,Permyakov,Pervak,Petrov,Pichushkin,Pogodin,Polushin,Popov,Posokhov,Proskurkin,Pushkin,Rabinovich,Rasputin,Reznikov,Rokossovsky,Romanov,Samarin,Sapozhnikov,Savasin,Sayanovich,Sechenov,Semyanin,Semyonov,Silvestrov,Skorokhodov,Slepynin,Smirnov,Smolyaninov,Sochinsky,Sokolov,Solomakhin,Solovyov,Statnik,Sukhorukov,Sungatulin,Tamarkin,Tarnovetsky,Tereshchenko,Tikhonov,Tkachenko,Toropov,Tselikovsky,Tseydlerin,Tsimmerman,Tsvetnov,Tsyganov,Tupolev,Turbin,Tvardovsky,Tychkin,Ubeysobakin,Ulyashin,Umanov,Uspensky,Utyuzhin,Vakhrov,Varennikov,Varushkin,Vasilyev,Vasilyevykh,Vasin,Vetochkin,Vinogradov,Vinokurov,Volkov,Volodin,Volvakov,Vorobyov,Votyakov,Yagovkin,Yakimov,Yakovlev,Yankovsky,Yasneyev,Yegorov,Yeltsin,Yemelyanov,Yerkhov,Yermushin,Yeshevsky,Yezhov,Yolkin,Yozhin,Yozhov,Zabolotny,Zakharin,Zakryatin,Zaytsev,Zharkov,Zhelezkin,Zhikin,Zhirov,Zhukov,Zonov,Zyuganov
Bulgaria,Ivanov,Georgiev,Dimitrov,Petrov/,Nikolov,Hristov,Stoyanov,Todorov,Iliev,Angelov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Novak,Horvat,Kovačič,Krajnc,Zupančič,Potočnik,Kovač,Mlakar,Kos,Vidmar,Golob,Turk,Božič,Kralj,Korošec,Zupan,Bizjak,Hribar,Kotnik,Kavčič,Rozman,Kastelic,Oblak,Žagar,Petek,Hočevar,Kolar,Košir,Koren,Klemenčič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,Horvat,Kovačević,Babić,Marić,Jurić,Novak,Kovačić,Knežević,Vuković,Marković,Petrović,Matić,Tomić,Pavlović,Kovač,Božić,Blažević,Grgić,Pavić,Radić,Perić,Filipović,Šarić,Lovrić,Vidović,Perković,Popović,Bošnjak,Jukić,Barišić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,Jovanović,Petrović,Nikolić,Marković,Đorđević,Stojanović,Ilić,Stanković,Pavlović,Milošević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Melnyk,Shevchenko,Bondarenko,Kovalenko,Boiko,Tkachenko,Kravchenko,Kovalchuk,Koval,Shevchuk,Polyshchuk,Bondar,Olyinyk,Yvanova,Lysenko,Moroz,Marchenko,Tkachuk,Savchenko,Rudenko,Petrenko,Klymenko,Pavlenko,Yvanov,Kolesnyk,Kravchuk,Kuzmenko,Ponomarenko,Savchuk,Vasylenko,Levchenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Republic,Černý,Dvořák,Horák,Krejčí,Kučera,Marek,Novák,Novotný,Procházka,Svoboda,Veselá,Veselý,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,Nguyen,Tran,Le,Pham,Hoang,Vu,Phan,Bui,Vo,Huynh,Do,Ngo,Ho,Truong,Dang,Ha,Duong,Mai,Dinh,Lam,Trinh,O,Anh,Cao,Luong,Dao,Doan,Thanh,Van,Ly,Minh,Luu,Ta,Chu,To,Ngoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
